Nom_fichier	Numéro_Phrase	Dynamique	Lieu_objet	Lieu_loc	Temps	Acteur	Perc	Doc
1958-padog_20230710_baliseSeulement.xml	365	opérations d’urbanisme et de construction						
1958-padog_20230710_baliseSeulement.xml	366	ne pouvant être déplacées						
1958-padog_20230710_baliseSeulement.xml	367	des implantations					ne seraient pas absolument nécessaires	
1958-padog_20230710_baliseSeulement.xml	368	des secteurs spécialement aménagés	des secteurs				spécialement	
1958-padog_20230710_baliseSeulement.xml	370	maintien d’espaces verts						
1958-padog_20230710_baliseSeulement.xml	371	création de plans d’eau artificiels						
1958-padog_20230710_baliseSeulement.xml	372	les concentrations réalisées	les concentrations	au voisinage de la voie ferrée et de la voie d’eau	à la fin du XIXe siècle		on peut dire	
1958-padog_20230710_baliseSeulement.xml	374	doivent être rénovés						
1958-padog_20230710_baliseSeulement.xml	375	le regroupement d’activités						
1958-padog_20230710_baliseSeulement.xml	376	certaines opérations de décentralisation					peut aussi provoquer	
1958-padog_20230710_baliseSeulement.xml	377	les transformations de cette Région						
1958-padog_20230710_baliseSeulement.xml	378	le maintien						
1958-padog_20230710_baliseSeulement.xml	379	la décentralisation d’une grosse entreprise	une grosse entreprise				devrait être fortement favorisée	
1958-padog_20230710_baliseSeulement.xml	380	création						
1958-padog_20230710_baliseSeulement.xml	381	Décentraliser en province tous les établissements dont la vie n’est pas entièrement liée à celle de PARIS ou de sa Région	tous les établissements dont la vie n’est pas entièrement liée à celle de PARIS ou de sa Région	en province				
1958-padog_20230710_baliseSeulement.xml	382	une des zones d’activités existantes ou projetées						
1958-padog_20230710_baliseSeulement.xml	383	ont été réservés	500 hectares	dans 13 emplacements				
1958-padog_20230710_baliseSeulement.xml	384	des établissements appelés à se déplacer						
1958-padog_20230710_baliseSeulement.xml	385	pourront être trouvées	des localisations non chiffrées	dans la zone rurale			pourront	
1958-padog_20230710_baliseSeulement.xml	386	L’aménagement de ces zones	ces zones				devra être exécuté selon un ordre d’urgence	
1958-padog_20230710_baliseSeulement.xml	387	désirait s’installer	une usine	près de PARIS			désirait	
1958-padog_20230710_baliseSeulement.xml	389	éléments tertiaires appelés à y demeurer						
1958-padog_20230710_baliseSeulement.xml	390	la restructuration et à la revitalisation de la banlieue et des cités satellites de la Région	cités satellites de la Région				contribuer efficacement	
1958-padog_20230710_baliseSeulement.xml	391	Les nouveaux noyaux urbains proposés	noyaux urbains proposés					
1958-padog_20230710_baliseSeulement.xml	392	l’extension		vers la banlieue				
1958-padog_20230710_baliseSeulement.xml	393	ont été améliorés	Les transports en commun, ferrés et routiers					
1958-padog_20230710_baliseSeulement.xml	395	élargissements des chaussées					mais tout ceci est insuffisant	
1958-padog_20230710_baliseSeulement.xml	396	doivent être envisagées	des localisations de lieux de travail	les régions			doivent	
1958-padog_20230710_baliseSeulement.xml	397	ne se sont que partiellement adaptés						
1958-padog_20230710_baliseSeulement.xml	398	des améliorations plus importantes du réseau ferré	réseau ferré				retardé	
1958-padog_20230710_baliseSeulement.xml	400	modifications importantes sont nécessaires dans la structure du réseau des transports en commun	la structure du réseau des transports en commun				sont nécessaires	
1958-padog_20230710_baliseSeulement.xml	401	soit repensé						
1958-padog_20230710_baliseSeulement.xml	402	La création d’un réseau « express régional »	d’un réseau « express régional »				doit être étudiée d’urgence	
1958-padog_20230710_baliseSeulement.xml	403	La réalisation de cette prévision			la deuxième moitié du XXe siècle		peut être l’œuvre de longue haleine	
1958-padog_20230710_baliseSeulement.xml	404	l’incorporation d’une ligne de banlieue de la S.N.C.F.						
1958-padog_20230710_baliseSeulement.xml	405	une réorganisation du réseau des transports de surface	du réseau des transports de surface				nécessairement	
1958-padog_20230710_baliseSeulement.xml	407	les grandes opérations de voirie réalisée						
1958-padog_20230710_baliseSeulement.xml	408	l’amélioration des traverses						
1958-padog_20230710_baliseSeulement.xml	409	sont progressivement transformés	les trottoirs des grandes voies ou avenues de PARIS					
1958-padog_20230710_baliseSeulement.xml	410	voies nouvelles						
1958-padog_20230710_baliseSeulement.xml	411	ces voies nouvelles	ces voies					
1958-padog_20230710_baliseSeulement.xml	412	devront être conçues et aménagées	Elles				devront	
1958-padog_20230710_baliseSeulement.xml	413	leurs abords correctement aménagés et plantés						
1958-padog_20230710_baliseSeulement.xml	414	toute amélioration locale						
1958-padog_20230710_baliseSeulement.xml	415	la création simultanée d’une ou de plusieurs artères principales de liaison						
1958-padog_20230710_baliseSeulement.xml	418	doivent être réservés	des parcs de stationnement				doivent	
1958-padog_20230710_baliseSeulement.xml	421	en voie d’extension						
1958-padog_20230710_baliseSeulement.xml	422	le développement de l’habitation	l’habitation	dans certaines zones			doit conduire à interdire	
1958-padog_20230710_baliseSeulement.xml	423	des implantations au sol		au sol			doit conduire	
1958-padog_20230710_baliseSeulement.xml	424	des travaux d’agrandissement et d’aménagement très importants de l’aérodrome d’ORLY						
1958-padog_20230710_baliseSeulement.xml	425	devant être dans l’avenir le grand terrain d’aviation de la Région Parisienne	cet aéroport				devant	
1958-padog_20230710_baliseSeulement.xml	426	un certain nombre d’opérations			depuis plusieurs années			
1958-padog_20230710_baliseSeulement.xml	427	un développement important de l’aérodrome du BOURGET	l’aérodrome du BOURGET				important	
1958-padog_20230710_baliseSeulement.xml	428	l’aménagement général de la Région Parisienne						
1958-padog_20230710_baliseSeulement.xml	431	remplacer ultérieurement l’aéroport du BOURGET						
1958-padog_20230710_baliseSeulement.xml	432	L’avenir de cet aérodrome	cet aérodrome					
1958-padog_20230710_baliseSeulement.xml	433	aucune extension	Les autres aérodromes principaux de la Région Parisienne : CORMEILLES, PERSAN-BEAUMONT, CREIL, COULOMMIERS, ÉTAMPES, BRÉTIGNY, MELUN-VILLAROCHE				il n’est prévu	
1958-padog_20230710_baliseSeulement.xml	436	développement de la construction	la construction					
1958-padog_20230710_baliseSeulement.xml	437	sont installés des aéro-clubs d’aviation légère et sportive	des aéro-clubs d’aviation légère et sportive	20 terrains				
1958-padog_20230710_baliseSeulement.xml	440	centres d’activité, actuels ou futurs						
1958-padog_20230710_baliseSeulement.xml	442	des réalisations ultérieures						
1958-padog_20230710_baliseSeulement.xml	443	chaque noyau principal à réaliser						
1958-padog_20230710_baliseSeulement.xml	445	peuvent recevoir indépendamment des entrepôts et magasins généraux, des industries de transformation	des entrepôts et magasins généraux, des industries de transformation	en bordure même de la voie d’eau			peuvent	
1958-padog_20230710_baliseSeulement.xml	447	Leur maintien					est intéressant	
1958-padog_20230710_baliseSeulement.xml	448	déplacer certains ports parisiens ou de très proche banlieue						
1958-padog_20230710_baliseSeulement.xml	449	le doublement de l’avenue de Versailles						
1958-padog_20230710_baliseSeulement.xml	450	la création d’une traversée Nord-Sud						
1958-padog_20230710_baliseSeulement.xml	451	la couverture du canal de l’Ourcq	canal de l’Ourcq	dans la région SEVRAN-VILLEPARISIS				
1958-padog_20230710_baliseSeulement.xml	452	l’évolution future de la Région Parisienne	la Région Parisienne					
1958-padog_20230710_baliseSeulement.xml	454	doivent bien évidemment être réalisés	les programmes d’habitation				bien évidemment	
1958-padog_20230710_baliseSeulement.xml	455	doivent être réservés les terrains nécessaires à cet équipement						
1958-padog_20230710_baliseSeulement.xml	456	l’équipement à réaliser	l’équipement				l’importance	
1958-padog_20230710_baliseSeulement.xml	457	doivent réserver des terrains pour ces établissements	des terrains pour ces établissements				doivent	les propositions du Plan
1958-padog_20230710_baliseSeulement.xml	458	une nouvelle Faculté des Sciences						
1958-padog_20230710_baliseSeulement.xml	459	les nouveaux noyaux urbains, principaux ou secondaires						
1958-padog_20230710_baliseSeulement.xml	460	ces agglomérations nouvelles						
1958-padog_20230710_baliseSeulement.xml	462	quitteraient PARIS	plusieurs grandes écoles nationales, laboratoires ou centres nationaux d’études	pour les régions de LYON, GRENOBLE, TOULOUSE, RENNES, BORDEAUX				
1958-padog_20230710_baliseSeulement.xml	463	la voie des réalisations			sur une période qui ne devrait pas excéder 5 ans			
1958-padog_20230710_baliseSeulement.xml	464	modernisation ou d’agrandissement indispensables						
1958-padog_20230710_baliseSeulement.xml	465	devront être localisés						
1958-padog_20230710_baliseSeulement.xml	466	doivent être créés						
1958-padog_20230710_baliseSeulement.xml	468	réaménagement et à la modernisation de ces établissements	ces établissements				un caractère acrobatique	
1958-padog_20230710_baliseSeulement.xml	469	la création des nouveaux centres urbains						
1958-padog_20230710_baliseSeulement.xml	470	la transformation						
1958-padog_20230710_baliseSeulement.xml	472	ont été construites						
1958-padog_20230710_baliseSeulement.xml	473	La construction de trois autres centrales est en cours ou projetée						
1958-padog_20230710_baliseSeulement.xml	475	installer de nouvelles centrales thermiques						
1958-padog_20230710_baliseSeulement.xml	476	La suppression de certaines usines à gaz anciennes	certaines usines à gaz anciennes				est, par contre, envisagée	
1958-padog_20230710_baliseSeulement.xml	477	sont installés les principaux marchés de la grande agglomération parisienne	les principaux marchés de la grande agglomération parisienne				Il est inutile d’insister longuement sur les conditions	
1958-padog_20230710_baliseSeulement.xml	478	Les Halles Centrales construites	Les Halles Centrales		il y a 100 ans			
1958-padog_20230710_baliseSeulement.xml	479	report du marché de la viande						
1958-padog_20230710_baliseSeulement.xml	480	puisse être étudiée	sa localisation	dans la région d’ARGENTEUIL			puisse	
1958-padog_20230710_baliseSeulement.xml	481	pourraient être implantés	D’autres marchés de caractère régional ou local	dans des villes périphériques comme MONTLHÉRY, MONTEREAU			pourraient	
1958-padog_20230710_baliseSeulement.xml	482	le transfert des marchés principaux (fruits et légumes à RUNGIS, viandes à la VILLETTE, fleurs sur un emplacement à déterminer)	fleurs	sur un emplacement à déterminer				
1958-padog_20230710_baliseSeulement.xml	483	pourra alors être réaménagé	Ce secteur				pourra	
1958-padog_20230710_baliseSeulement.xml	484	aucune création récente					digne d’être mentionnée	
1958-padog_20230710_baliseSeulement.xml	485	la création d’un parc de plusieurs centaines d’hectares	30 parcs intercommunaux	au nord de PARIS			la nécessité	
1958-padog_20230710_baliseSeulement.xml	486	concevoir	de nouveaux groupes d’immeubles d’habitation sans espaces verts				il va sans dire qu’on ne saurait plus	
1958-padog_20230710_baliseSeulement.xml	487	les installations industrielles nouvelles	les installations industrielles					
1958-padog_20230710_baliseSeulement.xml	489	la construction de barrages	de barrages	en amont sur la Seine et la Marne			apporteront une amélioration certaine	
1958-padog_20230710_baliseSeulement.xml	490	sont actuellement exécutés						
1958-padog_20230710_baliseSeulement.xml	491	exécution du programme général des ouvrages d’assainissement	ouvrages d’assainissement				Il est donc indispensable	
1958-padog_20230710_baliseSeulement.xml	492	devrait être équipée	La station d’épuration d’ACHÈRES				devrait	
1958-padog_20230710_baliseSeulement.xml	493	la création de nouveaux cimetières						
1958-padog_20230710_baliseSeulement.xml	494	certaines réalisations étrangères						
