Nom_fichier	Numéro_Phrase	Dynamique	Cause	Res	Obj
1965-SDAURP_CE_Oct23_GPU.xml	1547	la création à Rosny d'un centre commercial et d'activités tertiaires	none	un centre commercial et d'activités tertiaires	none
1965-SDAURP_CE_Oct23_GPU.xml	1548	une voie express reliée à l'autoroute	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1548	création d'un collège universitaire	none	un collège universitaire	none
1965-SDAURP_CE_Oct23_GPU.xml	1551	doit être préservé et exploité	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1551	en évitant la construction dans les lotissements existants d'immeubles importants	none	immeubles importants	le site de la vallée doit être préservé et exploité : le caractère résidentiel des banlieues traversées sera affirmé
1965-SDAURP_CE_Oct23_GPU.xml	1552	seront progressivement aménagées	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1552	création de promenades, de jardins, d'équipements sportifs et de loisirs	none	équipements sportifs et de loisirs	none
1965-SDAURP_CE_Oct23_GPU.xml	1553	Ces aménagements	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1553	au barrage à construire	none	au barrage	none
1965-SDAURP_CE_Oct23_GPU.xml	1557	en cours d'expansion très rapide	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1557	les nouveaux quartiers	none	quartiers	none
1965-SDAURP_CE_Oct23_GPU.xml	1557	vont se développer	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1559	cette urbanisation	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1559	villes nouvelles	none	villes	none
1965-SDAURP_CE_Oct23_GPU.xml	1562	sera réalisé	none	Un centre urbain important	none
1965-SDAURP_CE_Oct23_GPU.xml	1562	cette urbanisation	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1565	L'implantation dans ce secteur de la "cité" de la télévision	none	la "cité" de la télévision	none
1965-SDAURP_CE_Oct23_GPU.xml	1567	seront organisés des ensembles de loisirs régionaux	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1567	la création d'un vaste plan d'eau	none	un vaste plan d'eau	none
1965-SDAURP_CE_Oct23_GPU.xml	1567	aménagements prévus	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1580	ne peuvent trouver place	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1580	devront aussi se localiser des habitations individuelles, résidences principales établies sur des propriétés de plusieurs hectares, ou groupées en hameaux; des clubs, des villages de vacances, parfois même des activités, industrielles par exemple	none	des activités, industrielles par exemple	none
1965-SDAURP_CE_Oct23_GPU.xml	1581	Ces réalisations	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1581	compromettre	par l'essaimage de constructions isolées	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1581	l'essaimage de constructions isolées	none	compromettre	none
1965-SDAURP_CE_Oct23_GPU.xml	1581	trouveront place	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1589	un renouveau de vitalité	dû à l'implantation de quelques activités industrielles, ou au commerce qui s'y développe	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1589	l'implantation de quelques activités industrielles	none	quelques activités industrielles	none
1965-SDAURP_CE_Oct23_GPU.xml	1589	développe	none	un renouveau de vitalité	none
1965-SDAURP_CE_Oct23_GPU.xml	1593	développement de la ville	none	none	de manière à sauvegarder le cœur de ville de l'engorgement
1965-SDAURP_CE_Oct23_GPU.xml	1593	nouvelles constructions	none	constructions	de manière à sauvegarder le cœur de ville de l'engorgement
1965-SDAURP_CE_Oct23_GPU.xml	1593	sauvegarder le cœur de ville	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1593	la destruction	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1593	mérite d'être conservé	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1593	quartiers nouveaux	none	quartiers	none
1965-SDAURP_CE_Oct23_GPU.xml	1593	la démolition de ce centre	un essor démographique trop rapide de la ville ou une disposition des quartiers nouveaux qui les feraient tous dépendre du seul centre existant, point de passage obligé, impliquerait nécessairement	none	pour le reconstruire à une échelle plus grande
1965-SDAURP_CE_Oct23_GPU.xml	1593	reconstruire à une échelle plus grande	none	ce centre	none
1965-SDAURP_CE_Oct23_GPU.xml	1597	La constitution progressive de la vaste région urbaine du val de Seine	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1597	la création de villes nouvelles	none	villes nouvelles	none
1965-SDAURP_CE_Oct23_GPU.xml	1597	la mise en place de centres urbains rénovés	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1597	centres urbains rénovés	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1597	la construction d'un réseau circulatoire moderne	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1597	une nouvelle étape de l'antique Lutèce	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1597	une transformation profonde	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1625	l'évolution souhaitée de l'agglomération	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1625	villes nouvelles	none	villes	none
1965-SDAURP_CE_Oct23_GPU.xml	1625	centres urbains nouveaux	none	centres urbains	none
1965-SDAURP_CE_Oct23_GPU.xml	1644	en décentrant la capitale	none	on activerait la décentralisation	none
1965-SDAURP_CE_Oct23_GPU.xml	1661	l'opération actuelle de la Défense	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1661	l'implantation rapide d'immeubles de bureaux	none	immeubles de bureaux	none
1965-SDAURP_CE_Oct23_GPU.xml	1661	doublent la longueur de ce centre linéaire	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1662	ce nouveau quartier	none	quartier	none
1965-SDAURP_CE_Oct23_GPU.xml	1662	entre à peine dans la voie des réalisations	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1668	a été doublée	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1668	artères neuves	none	artères	none
1965-SDAURP_CE_Oct23_GPU.xml	1668	redoublée	none	par des voies ferrées souterraines	none
1965-SDAURP_CE_Oct23_GPU.xml	1673	les travaux	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1673	localiser des sièges sociaux importants	none	des sièges sociaux importants	none
1965-SDAURP_CE_Oct23_GPU.xml	1683	créer des bureaux modernes	none	des bureaux modernes	none
1965-SDAURP_CE_Oct23_GPU.xml	1687	nouveaux hôtels modernes	none	hôtels modernes	Paris intra-muros, pour conserver ce rôle dans le domaine de l'économie comme dans celui de la culture
1965-SDAURP_CE_Oct23_GPU.xml	1687	de nouvelles salles de congrès	none	salles de congrès	Paris intra-muros, pour conserver ce rôle dans le domaine de l'économie comme dans celui de la culture
1965-SDAURP_CE_Oct23_GPU.xml	1688	la constitution des villes nouvelles et d'un réseau de voies express	none	un réseau de voies express	none
1965-SDAURP_CE_Oct23_GPU.xml	1694	Les centres urbains nouveaux ou rénovés	none	none	doivent en donner le moyen essentiel, qui, pour la ville de Paris, permettra d'alléger chacune des fonctions qu'elle exerce des tâches les moins nobles, les moins fines, les moins uniques
1965-SDAURP_CE_Oct23_GPU.xml	1695	un desserrement	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1695	villes nouvelles	none	villes	none
1965-SDAURP_CE_Oct23_GPU.xml	1695	"noyaux restructurants"	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1697	des sièges sociaux importants partent	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1697	étudient des "shopping centers" à l'américaine	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1697	des villes nouvelles	none	des villes	none
1965-SDAURP_CE_Oct23_GPU.xml	1709	cinq départements nouveaux	none	cinq départements	none
1965-SDAURP_CE_Oct23_GPU.xml	1709	les centres urbains nouveaux	none	les centres urbains	none
1965-SDAURP_CE_Oct23_GPU.xml	1711	desserrement	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1711	villes nouvelles	none	villes	none
1965-SDAURP_CE_Oct23_GPU.xml	1712	centres urbains nouveaux ou rénovés	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1712	l'implantation des divers bâtiments universitaires	none	divers bâtiments universitaires	none
1965-SDAURP_CE_Oct23_GPU.xml	1712	à créer	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1714	La constitution de centres urbains intermédiaires	none	centres urbains intermédiaires	none
1965-SDAURP_CE_Oct23_GPU.xml	1714	la création d'ensembles universitaires	none	ensembles universitaires	none
1965-SDAURP_CE_Oct23_GPU.xml	1716	pourraient quitter la ville	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1716	villes nouvelles	none	villes	none
1965-SDAURP_CE_Oct23_GPU.xml	1716	retrouveront la place qui leur manque	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1733	reliant entre eux, et avec le boulevard périphérique, les principaux centres d'activités	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1733	sera prévu	none	none	de façon à canaliser la circulation rapide en dehors de la voirie existante qui n'est pas adaptée à cette fonction
1965-SDAURP_CE_Oct23_GPU.xml	1734	La création de ce réseau	none	ce réseau	la sauvegarde des quartiers existants
1965-SDAURP_CE_Oct23_GPU.xml	1734	la sauvegarde des quartiers existants	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1738	la création de voies réservées	none	voies réservées	faciliter la circulation des autobus
1965-SDAURP_CE_Oct23_GPU.xml	1738	la création de parcs de stationnement d'échange	none	parcs de stationnement d'échange	encourager l'utilisation des transports en commun, dans les zones où la circulation automobile doit être limitée
1965-SDAURP_CE_Oct23_GPU.xml	1740	devrait être complété	none	par des liaisons est-ouest	de façon à en assurer la continuité
1965-SDAURP_CE_Oct23_GPU.xml	1775	l'aménagement de la région	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1775	l'implantation d'activités variées	none	d'activités variées	none
1965-SDAURP_CE_Oct23_GPU.xml	1778	une trame nouvelle	none	une trame	none
1965-SDAURP_CE_Oct23_GPU.xml	1778	le développement des réseaux de transport	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1781	l'évolution urbaine	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1781	une transformation semblable	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1781	son expansion	none	none	en ménageant la possibilité d'un recours efficace à divers moyens de transports
1965-SDAURP_CE_Oct23_GPU.xml	1904	le développement simultané de l'habitat et des activités	none	offrira de nouvelles possibilités de travail à proximité des résidences	none
1965-SDAURP_CE_Oct23_GPU.xml	1906	la constitution de nouveaux centres urbains	none	le développement d'activités tertiaires en banlieue	none
1965-SDAURP_CE_Oct23_GPU.xml	1906	le développement d'activités tertiaires	la constitution de nouveaux centres urbains	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1935	faut qu'elle soit complétée par des liaisons entre banlieues	none	none	drainer de manière efficace les centres d'activité répartis en banlieue
1965-SDAURP_CE_Oct23_GPU.xml	1935	s'étendent à l'échelle régionale	none	none	drainer de manière efficace les centres d'activité répartis en banlieue
1965-SDAURP_CE_Oct23_GPU.xml	1960	l'ouverture d'un nouvel aéroport	none	un nouvel aéroport	none
1965-SDAURP_CE_Oct23_GPU.xml	1960	le développement du réseau ferroviaire transeuropéen	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1960	la création d'un système d'autoroutes internationales	none	un système d'autoroutes internationales	none
1965-SDAURP_CE_Oct23_GPU.xml	1978	la création de centres nouveaux	none	centres nouveaux	none
1965-SDAURP_CE_Oct23_GPU.xml	2075	la construction de 3.300 kilomètres de voies nouvelles	none	3.300 kilomètres de voies nouvelles	none
1965-SDAURP_CE_Oct23_GPU.xml	2075	voies nouvelles	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	2130	la création de ces aérodromes	none	ces aérodromes	none
1965-SDAURP_CE_Oct23_GPU.xml	2130	l'implantation de zones d'activités	la création de ces aérodromes	zones d'activités	none
1965-SDAURP_CE_Oct23_GPU.xml	2130	l'expansion urbaine	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	2133	la création d'une infrastructure spécialisée	none	une infrastructure spécialisée	none
1965-SDAURP_CE_Oct23_GPU.xml	2135	a commencé de transformer les villes	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	2135	l'urbanisation les baies	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	2135	ont laissé subsister	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	2135	conquérant, au-delà, les zones rurales	none	none	pour les peupler de résidences secondaires
1965-SDAURP_CE_Oct23_GPU.xml	2135	peupler de résidences secondaires	none	résidences secondaires	none
1965-SDAURP_CE_Oct23_GPU.xml	2154	soient conçus	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	2154	les aménagements éventuels	leur adaptation	none	none
1965-SDAURP_CE_Oct23_GPU.xml	2154	leur adaptation	none	les aménagements éventuels	none
1965-SDAURP_CE_Oct23_GPU.xml	2189	faudrait percer de très nombreuses nouvelles voies	none	none	Pour que l’automobile y ait plus largement accès
1965-SDAURP_CE_Oct23_GPU.xml	2189	nouvelles voies	none	voies	Pour que l’automobile y ait plus largement accès
1965-SDAURP_CE_Oct23_GPU.xml	2189	créer les parcs de stationnement et les garages	none	les parcs de stationnement et les garages	Pour que l’automobile y ait plus largement accès
1965-SDAURP_CE_Oct23_GPU.xml	2192	créer un réseau routier souterrain	none	un réseau routier souterrain	none
1965-SDAURP_CE_Oct23_GPU.xml	2197	l'urbanisation	le schéma directeur	none	none
1965-SDAURP_CE_Oct23_GPU.xml	2199	faudrait construire une cinquantaine d'autoroutes à quatre voies	none	une cinquantaine d'autoroutes à quatre voies	none
1965-SDAURP_CE_Oct23_GPU.xml	2217	villes nouvelles	none	villes	none
1965-SDAURP_CE_Oct23_GPU.xml	2223	Les villes nouvelles	none	Les villes	none
1965-SDAURP_CE_Oct23_GPU.xml	2223	ne seront pas seulement reliées à Paris	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	2227	villes nouvelles	none	villes	none
1965-SDAURP_CE_Oct23_GPU.xml	2227	l'aménagement d'une infrastructure régionale	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	2227	largement conçue pour l'automobile	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	2228	compléter le réseau ferré	none	de quelques lignes tangentielles	pour qu'il puisse aussi servir aux échanges les plus importants, de banlieue à banlieue
1965-SDAURP_CE_Oct23_GPU.xml	2231	Les nouvelles zones urbaines	none	zones urbaines	none
1965-SDAURP_CE_Oct23_GPU.xml	2231	sont conçues pour l'utilisation dominante de l'automobile	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	2236	prévoit de multiplier	le schéma directeur	none	pour répondre aux besoins croissants de cette population
1965-SDAURP_CE_Oct23_GPU.xml	2259	la multiplication et la densification des zones de loisirs	none	none	permettra une meilleure répartition de la circulation de fin de semaine sur l'ensemble des voies disponibles, facilitant en cela les conditions de cette circulation
1965-SDAURP_CE_Oct23_GPU.xml	2262	Le nouveau réseau ferré	none	réseau ferré	none
1965-SDAURP_CE_Oct23_GPU.xml	2265	nouveau réseau ferré	none	réseau ferré	none
1965-SDAURP_CE_Oct23_GPU.xml	2268	les centres urbains, nouveaux et anciens	none	les centres urbains	de façon à éliminer ou du moins à réduire, les ruptures de charge qui découragent aujourd'hui les voyageurs par la perte de temps, l'inconfort et le désagrément qu'elles leur imposent
1965-SDAURP_CE_Oct23_GPU.xml	2269	lignes nouvelles	none	lignes	none
1965-SDAURP_CE_Oct23_GPU.xml	2269	sera étudié	none	none	de façon à décharger les lignes de métro les plus encombrées, et à réduire ainsi leur inconfort et les attentes aux correspondances
1965-SDAURP_CE_Oct23_GPU.xml	2270	Les tracés nouveaux	none	Les tracés	pour assurer la meilleure diffusion des voyageurs dans Paris, sans changements inutiles
1965-SDAURP_CE_Oct23_GPU.xml	2270	seront localisés	none	Les tracés	pour assurer la meilleure diffusion des voyageurs dans Paris, sans changements inutiles
1965-SDAURP_CE_Oct23_GPU.xml	2271	seront implantées	none	certaines stations	none
1965-SDAURP_CE_Oct23_GPU.xml	2273	la création du réseau express régional (R.E.R.)	Ces principes	réseau express régional	none
1965-SDAURP_CE_Oct23_GPU.xml	2273	en cours de construction	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	2274	l'extension	Le schéma directeur	none	none
1965-SDAURP_CE_Oct23_GPU.xml	2274	la construction de voies nouvelles	none	voies nouvelles	none
1965-SDAURP_CE_Oct23_GPU.xml	2282	des différentes routes futures	none	des différentes routes	none
1965-SDAURP_CE_Oct23_GPU.xml	2286	la construction d'autoroutes de "dégagement"	none	autoroutes de "dégagement"	none
1965-SDAURP_CE_Oct23_GPU.xml	2286	la zone urbanisée	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	2311	est donc conçu pour une circulation rapide et continue	none	none	pour une circulation rapide et continue
1965-SDAURP_CE_Oct23_GPU.xml	2317	routes nouvelles	none	routes	none
1965-SDAURP_CE_Oct23_GPU.xml	2327	une ligne nouvelle	none	une ligne	none
1965-SDAURP_CE_Oct23_GPU.xml	2327	soit dessinée	none	ne signifie pas qu'elle doive passer à telle distance du marché-gare de Rungis, à tel angle de l'aérogare d'Orly	none
1965-SDAURP_CE_Oct23_GPU.xml	2327	la future préfecture d’Évry	none	préfecture d’Évry	none
1965-SDAURP_CE_Oct23_GPU.xml	2327	la construction d'une ligne nouvelle	le peuplement du secteur Sud-Est de la région parisienne, sur la rive gauche de la Seine	une ligne nouvelle	none
1965-SDAURP_CE_Oct23_GPU.xml	2331	sont dessinées	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	2331	la future agglomération	none	none	c'est moins pour permettre d'aussi longs déplacements, qui resteront peu nombreux, que pour supprimer les ruptures de charge
1965-SDAURP_CE_Oct23_GPU.xml	2332	les axes d'urbanisation	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	2332	les nouveaux centres urbains	none	centres urbains	none
1965-SDAURP_CE_Oct23_GPU.xml	2334	Le réseau nouveau	none	Le réseau	none
1965-SDAURP_CE_Oct23_GPU.xml	2351	le nouveau centre de la Défense	none	centre de la Défense	none
1965-SDAURP_CE_Oct23_GPU.xml	2352	ses deux prolongements	none	none	none
